,ids,pids,prompt,response,ethnicity
228,13065,0,"When asked about how they have experienced racism, a person who is 35 years old, female, hispanic, responded with: ""","I have experienced racism in multiple ways throughout my life. Growing up, I was called racial slurs and made fun of for being Hispanic. People would assume that I was not intelligent or capable of success because of my ethnicity. I have also been overlooked for job opportunities and promotions because of my race. I have had people speak to me condescendingly or ignore me completely because of my accent. It can be frustrating and disheartening, but I try to use these experiences as fuel to work harder and prove people wrong.""",Hispanic
229,13101,0,"When asked about how they have experienced racism, a person who is 71 years old, male, black, responded with: ""","

I have experienced racism all my life. From being denied jobs and opportunities because of the color of my skin, to being called racial slurs and being followed around in stores. It's a constant reminder that in some people's eyes, I will never be seen as equal. It's exhausting and disheartening, but I have learned to keep pushing forward and not let it hold me back.""",Black
230,13266,0,"When asked about how they have experienced racism, a person who is 45 years old, female, hispanic, responded with: ""","I have definitely experienced racism throughout my life. From being called derogatory names to being followed in stores, there have been countless moments where I felt like I was being treated unfairly because of my ethnicity. It's frustrating and disheartening to still be dealing with this in 2021, but I try to stay strong and speak up whenever I can.""",Hispanic
231,13317,0,"When asked about how they have experienced racism, a person who is 75 years old, male, asian, responded with: ""","

I have experienced racism in many different forms throughout my life. As a young man, I faced discrimination and prejudice when trying to find a job or housing. People would treat me differently because of the color of my skin, and I felt like I was constantly battling against stereotypes and prejudices.

In some instances, people would make assumptions about me based on my ethnicity, assuming that I was less intelligent or less capable than others. I remember feeling frustrated and angry at the time, but I also learned to cope and persevere in the face of adversity.

Over the years, things have improved somewhat, but I still encounter racism from time to time",Asian
232,13444,0,"When asked about how they have experienced racism, a person who is 17 years old, male, asian, responded with: ""","I have personally experienced racism in several instances throughout my life. I have been subjected to racial slurs and stereotypes, and people have made assumptions about me based solely on my appearance. I have also been overlooked for certain opportunities or not taken as seriously because of my race. It can be frustrating and disheartening, but I try to educate others and speak out against racism whenever I can.""",Asian
233,13465,0,"When asked about how they have experienced racism, a person who is 19 years old, male, asian, responded with: ""","Yes, I have experienced racism. Growing up, I was often the target of racial slurs and jokes from my peers. I have also been denied opportunities and faced discrimination in job interviews and social settings because of my race. It can be frustrating and hurtful to be judged based on something that I cannot change or control. But I try to stay positive and remember that I am more than just my race, and I strive to educate others and spread awareness about racism and stereotypes.""",Asian
234,13469,0,"When asked about how they have experienced racism, a person who is 51 years old, female, black, responded with: ""","I have experienced racism in many different ways throughout my life. From being followed around in stores by security guards to being called racial slurs on the street, it's something that I have unfortunately gotten used to. I've also had job opportunities denied to me because of my race and have had to work twice as hard as my white peers to prove myself. It's exhausting and infuriating, but I have never let it stop me from achieving my goals.""",Black
235,13547,0,"When asked about how they have experienced racism, a person who is 72 years old, male, Other, responded with: ""","I have experienced racism throughout my life as a person of color. As a child, I was not allowed to play with certain kids because of my skin color. I have been followed around stores and had racial slurs shouted at me in public. Throughout my career, I have been passed over for promotions or not given credit for my work because of my race. It is a constant struggle, but I have learned to confront it head-on and not let it define me.""",Other
236,13550,0,"When asked about how they have experienced racism, a person who is 33 years old, female, white, responded with: ""","

As a white person, I cannot speak to how people of color experience racism. However, I have witnessed instances of racism towards individuals of different races and nationalities, and it is distressing to see how much hate and discrimination exist in our society.""",White
237,13657,0,"When asked about how they have experienced racism, a person who is 48 years old, female, Other, responded with: ""","Throughout my life, I have experienced various forms of racism. I have been subjected to racial slurs and stereotypes, and have been treated differently in academic and professional settings. I have also witnessed systemic racism in policies and practices that disproportionately affect people of color. It is disheartening and frustrating to continue to see these issues persist, but I remain hopeful that change can be achieved through education and advocacy.""",Other
238,13679,0,"When asked about how they have experienced racism, a person who is 65 years old, male, hispanic, responded with: ""","I have experienced racism throughout my life, from being called derogatory names to being treated unfairly in job interviews. It is disheartening to see that even after all these years, racism still exists and affects so many people. However, I have also seen progress in terms of increased representation and advocacy for marginalized communities. We must continue to fight against systemic racism and create a more equitable society for all.""",Hispanic
239,13686,0,"When asked about how they have experienced racism, a person who is 65 years old, male, white, responded with: ""","As a white person, I have never experienced racism firsthand. However, I have witnessed it towards others and it disgusts me.""",White
240,13705,0,"When asked about how they have experienced racism, a person who is 51 years old, female, Other, responded with: ""","I have experienced racism throughout my life in various forms. As a child, I was often teased and bullied by my classmates for being different from them. In my professional life, I have faced discrimination and barriers to advancement because of my race. I have also been subject to racial profiling and microaggressions in everyday interactions. It can be exhausting and disheartening to constantly deal with these experiences, but I have learned to speak up and advocate for myself and others who face similar challenges.""",Other
241,13714,0,"When asked about how they have experienced racism, a person who is 33 years old, male, white, responded with: ""","As a white person, I have not personally experienced racism directed towards me. However, I have witnessed it towards others and recognize the systemic racism that exists in our society. It is important for me to listen to and support marginalized communities and to actively work towards dismantling systems of oppression.""",White
242,13835,0,"When asked about how they have experienced racism, a person who is 89 years old, female, asian, responded with: ""","I have experienced racism throughout my entire life. When I was younger, I was often excluded from activities and events because of my race. I was also called hurtful names and treated unfairly because of the way I looked. Even as I grew older and became successful in my career, I still faced discrimination and had to work twice as hard to prove myself to others. It has been a constant struggle, but I have learned to be resilient and stand up for myself.""",Asian
243,13837,0,"When asked about how they have experienced racism, a person who is 64 years old, female, white, responded with: ""","I have never experienced racism directed towards me personally, as a white person. However, I have witnessed it happening to people of color throughout my life. It breaks my heart to see the injustices and discrimination these individuals have to face simply because of their race. I believe it is important for us to educate ourselves on this issue and to actively fight against racism in all forms.""",White
244,13887,0,"When asked about how they have experienced racism, a person who is 82 years old, male, hispanic, responded with: ""","I have experienced racism my entire life. Growing up, I was always told that I wasn't good enough or that I didn't belong. People would look at me differently or ignore me completely because of the color of my skin. Even now, at my age, I still feel the effects of racism. It's a constant battle to prove myself and to show that I am just as valuable as anyone else.""",Hispanic
245,13966,0,"When asked about how they have experienced racism, a person who is 44 years old, female, white, responded with: ""","As a white person, I have not personally experienced racism directed towards me. However, I have witnessed the effects of systemic racism on people of color, and it is deeply distressing and unjust.""",White
246,13981,0,"When asked about how they have experienced racism, a person who is 19 years old, male, asian, responded with: ""","I have experienced racism in several different ways throughout my life. One of the most common experiences is being discriminated against or stereotyped based solely on my race. I've had people assume that I'm not fluent in English, or that I'm automatically good at math or science. I've also had people make racist jokes or slurs towards me, which is incredibly hurtful.

Another way I've experienced racism is through microaggressions, which are subtle comments or behaviors that make me feel like an outsider or inferior. For example, if someone asks me where I'm ""really"" from or compliments me for speaking English so",Asian
247,14072,0,"When asked about how they have experienced racism, a person who is 39 years old, female, hispanic, responded with: ""","I've experienced racism in multiple ways throughout my life. From being told to ""go back to Mexico"" even though I was born and raised in the United States, to being denied job opportunities because of my ethnicity, to being followed around in stores because of the color of my skin. It's frustrating and hurtful to constantly feel like you're being judged based on something you have no control over. But I also know that I am resilient and will continue to fight against racism and discrimination.""",Hispanic
248,14105,0,"When asked about how they have experienced racism, a person who is 22 years old, female, white, responded with: ""","As a white person, I have not directly experienced racism. However, I have witnessed it and heard about it from friends and family members who have experienced it firsthand. It is disheartening to see the inequality and injustice that still exists in our society today. I believe it is important to educate oneself on issues of systemic racism and actively work towards creating a more equal and just society for all.""",White
