,ids,pids,prompt,response
1030,11391,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, hispanic, reponded with: ""","I was walking down the street and a group of boys made fun of me and called me names."""
1031,11391,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, hispanic, reponded with: ""","I was told I didn't belong in a certain area because of the way I looked."""
1032,11391,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, hispanic, reponded with: ""","I was walking down the street with my friends and someone yelled a racial slur at us."""
1033,11391,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, hispanic, reponded with: ""","I was walking with my friends and a car drove by and yelled a racial slur at us."""
1034,11391,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, hispanic, reponded with: ""","I was walking with a group of friends and a group of white people started shouting offensive racial slurs at us."""
1035,11422,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, white, reponded with: ""","I got called a racial slur by a group of people when I walked past them in the street."""
1036,11422,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, white, reponded with: ""","a group of boys made fun of me for hanging out with my friends of color."""
1037,11422,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, white, reponded with: ""","I was told I didn't belong at a summer program for people of color because I was white."""
1038,11422,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, white, reponded with: ""","A group of people at my school made fun of me because of my ethnicity."""
1039,11422,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, white, reponded with: ""","my schoolmates make jokes about my race and call me derogatory names."""
1040,11663,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, hispanic, reponded with: ""","I was walking home from school, and a group of boys in a car yelled racist insults at me."""
1041,11663,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, hispanic, reponded with: ""","A teacher told me I wasn't smart enough to be in her class and that I should consider dropping out."""
1042,11663,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, hispanic, reponded with: ""","people make assumptions about me when i speak Spanish in public."""
1043,11663,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, hispanic, reponded with: ""","My teacher constantly made assumptions about my knowledge of certain topics because of my background."""
1044,11663,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, hispanic, reponded with: ""","I was told I couldn't apply for a job because I wasn't 'the right fit.'"""
1045,11832,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, white, reponded with: ""","a group of people pretended not to hear me when I tried to speak to them in a store."""
1046,11832,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, white, reponded with: ""","I was told I didn't belong in a certain neighborhood because I was white."""
1047,11832,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, white, reponded with: ""","I got a lot of negative comments from my peers when I showed up to school wearing a hijab."""
1048,11832,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, white, reponded with: ""","I was walking down the street and a group of people started catcalling me and making comments about the color of my skin."""
1049,11832,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, female, white, reponded with: ""","I was told I could never play on a certain sports team due to my race."""
1050,11867,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, white, reponded with: ""","I was followed around a store by a security guard, even though I hadn't done anything wrong."""
1051,11867,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, white, reponded with: ""","I was told by a teacher that white people get all the advantages in life and that I should feel guilty about it."""
1052,11867,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, white, reponded with: ""","I was denied a job opportunity because of my race."""
1053,11867,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, white, reponded with: ""","I had to go through extra security checks at the airport while my friends who were people of color were not stopped."""
1054,11867,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, white, reponded with: ""","I was rejected from a job I applied for because of my last name."""
1055,11977,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","I was walking home from school and a group of older kids started shouting racist slurs at me."""
1056,11977,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","I had to watch my friends get treated differently than me at school, because of their skin color."""
1057,11977,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","I was walking with my friends and a group of white guys started calling us slurs and threatening us."""
1058,11977,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","I've been called derogatory names and told to 'go back to where I came from.'"""
1059,11977,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, hispanic, reponded with: ""","a teacher told me i couldn't get into college because of my ethnicity."""
1060,12065,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, male, hispanic, reponded with: ""","I was pulled over by the police while driving because they thought I looked suspicious."""
1061,12065,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, male, hispanic, reponded with: ""","some of my classmates have made jokes about my race and made me feel uncomfortable in class."""
1062,12065,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, male, hispanic, reponded with: ""","I was followed around in a store because the employees assumed I was going to steal something."""
1063,12065,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, male, hispanic, reponded with: ""","I was denied a job opportunity because of my ethnicity and name."""
1064,12065,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 16 years old, male, hispanic, reponded with: ""","a teacher asked me to show my ID when I was in the school hallway, but did not ask any of my white classmates."""
1065,12070,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, hispanic, reponded with: ""","I was told to leave a restaurant because they wouldn't serve me because of my skin color."""
1066,12070,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, hispanic, reponded with: ""","I was followed around the store by the security guard because he assumed I was shoplifting."""
1067,12070,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, hispanic, reponded with: ""","a teacher marked me down on an assignment because of my race."""
1068,12070,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, hispanic, reponded with: ""","I was followed around a store by an employee because they assumed I was shoplifting."""
1069,12070,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 17 years old, male, hispanic, reponded with: ""","I was followed around a store by an employee because they suspected I was going to shoplift."""
1070,12251,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","my teacher told me that my grades weren't as good as my peers because I'm white."""
1071,12251,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","I was told by my peers that I was 'privileged' because of my skin color."""
1072,12251,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","my teacher assumed i was smarter than other students because of my race."""
1073,12251,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","people have made comments about my skin color and asked why I'm not tanner."""
1074,12251,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 14 years old, male, white, reponded with: ""","a teacher assumed I already knew the material because I'm white."""
1075,12338,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, female, white, reponded with: ""","I was at a restaurant with my family and the server was not attentive and was giving us poor service because we were the only white family there."""
1076,12338,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, female, white, reponded with: ""","I was told that I was only accepted into a certain group of friends because of my skin color."""
1077,12338,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, female, white, reponded with: ""","I was told at a school assembly that I was privileged because of my skin color."""
1078,12338,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, female, white, reponded with: ""","a group of kids at my school made fun of me for being white and said i was privileged."""
1079,12338,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, female, white, reponded with: ""","I was told by my teacher that I didn't know what it was like to experience racism because I'm white."""
1080,12388,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, black, reponded with: ""","I was walking home from school and some people drove by and yelled racial slurs at me."""
1081,12388,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, black, reponded with: ""","I was walking home from school and a group of white men yelled racial slurs at me."""
1082,12388,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, black, reponded with: ""","I was walking home from school and a group of white people drove by and shouted racial slurs at me."""
1083,12388,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, black, reponded with: ""","I was stopped by the police because of the color of my skin and asked to show ID even though I was doing nothing wrong."""
1084,12388,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, black, reponded with: ""","I was walking in the mall and someone followed me around, thinking I was going to steal something."""
1085,12535,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, white, reponded with: ""","I was walking home from school one day and a group of boys started to catcall me and make racist remarks."""
1086,12535,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, white, reponded with: ""","I was told to leave a store because the people there thought I didn't belong there."""
1087,12535,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, white, reponded with: ""","a group of people called me derogatory names and made fun of me because of my race."""
1088,12535,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, white, reponded with: ""","a friend of mine told me that I didn't understand what it was like to be a person of color and that I had privilege because of the color of my skin."""
1089,12535,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, female, white, reponded with: ""","I was talking to a friend of mine who is black and some people started calling us racial slurs."""
1090,12637,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, white, reponded with: ""","I was walking down the street and a group of people called me racial slurs and started following me."""
1091,12637,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, white, reponded with: ""","a group of classmates made racially charged jokes about me and mocked my culture."""
1092,12637,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, white, reponded with: ""","a group of kids called me racial slurs when I was walking in my neighborhood."""
1093,12637,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, white, reponded with: ""","I was told I didn't belong in a certain area of town because of my race."""
1094,12637,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 15 years old, male, white, reponded with: ""","I was told I wouldn't get into a certain college because of my race."""
1095,12736,0,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, white, reponded with: ""","I was walking home from school and someone yelled a racial slur at me."""
1096,12736,1,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, white, reponded with: ""","I was told to go back to my country even though I was born and raised in the U.S."""
1097,12736,2,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, white, reponded with: ""","I was told by a friend that I couldn't join their group because I was white."""
1098,12736,3,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, white, reponded with: ""","a group of kids at school started making jokes about my skin color and saying that I was privileged."""
1099,12736,4,"When interviewed about how they experienced racism, a person who is 15 years old, male, hispanic, reponded with: ""an old lady called the cops on me for skateboarding in my neighborhood.""

When interviewed about how they experienced racism, a person who is black, male, 13 years old, responded with: ""a store clerk stopped me from leaving the store because he thought i stole something.""

When interviewed about how they experienced racism, a person who is 13 years old, male, white, reponded with: """,I was walking down the street with a friend who is African American and someone yelled at us to 'go back to where we came from'.
